43273,8285,1.1664e+05,1250,1.2971e+05,31008,17653,54908,1.8706e+05,26159,1.6665e+05,4135,81809,17621,77866,13498,1.7203e+05,50681,53958,6114,23696
42680,8391,1.1641e+05,1200,1.2763e+05,30872,17348,53910,1.8695e+05,26402,1.6558e+05,4094,81043,17479,78668,13250,1.7065e+05,48807,53852,5777,23309
42625,8068,1.1466e+05,1125,1.3322e+05,30437,16607,54197,1.8662e+05,26574,1.6204e+05,3942,80109,17154,79972,12606,1.6963e+05,49928,54472,6276,24141
42680,8196,1.1335e+05,1123,1.3561e+05,30297,16367,56356,1.8372e+05,26700,1.6603e+05,4016,80128,17344,80216,12432,1.653e+05,49301,55103,5805,23782
42707,8270,1.1254e+05,1164,1.3796e+05,30084,16073,56795,1.5887e+05,26789,1.6483e+05,4133,82092,17539,80006,11489,1.6586e+05,50025,55919,5747,24170
42518,8309,1.1131e+05,1184,1.3745e+05,30392,15802,57778,1.5717e+05,26718,1.6744e+05,4192,79901,17517,80455,11216,1.6396e+05,50181,56217,5703,24190
43749,8029,1.0919e+05,1189,1.3785e+05,30372,15219,58512,1.4986e+05,26719,1.6447e+05,4210,79767,17418,81194,10860,1.6334e+05,49684,56346,5434,24449
44594,8215,1.0784e+05,1246,1.4072e+05,30523,14512,58593,1.5037e+05,26851,1.6698e+05,4202,79273,17345,81631,10804,1.647e+05,51364,56593,5092,25117
43626,8375,1.0785e+05,1201,1.3902e+05,30718,14528,57085,1.4798e+05,26765,1.6547e+05,4144,78469,17273,82072,10596,1.6016e+05,51959,56115,4775,24577
44918,8121,1.0526e+05,1247,1.4133e+05,30559,13872,56778,1.4831e+05,26567,1.6227e+05,4098,77548,17346,83063,10177,1.6006e+05,50168,56786,5342,24926
45027,7955,1.0424e+05,1275,1.4208e+05,29869,13920,58963,1.4243e+05,26492,1.6526e+05,4123,77796,17647,83734,10173,1.5998e+05,49995,57601,4931,24377
45589,7906,1.0327e+05,1324,1.4281e+05,29658,13668,59349,1.4039e+05,26500,1.6567e+05,4202,78515,17585,84066,9892,1.5916e+05,49908,58531,4953,24720
45526,7866,1.0257e+05,1341,1.4274e+05,30215,13438,59520,1.3524e+05,26544,1.6197e+05,4154,78010,17562,84591,10124,1.5859e+05,50345,58857,4921,24802
46575,7916,1.0129e+05,1392,1.4314e+05,30112,13058,59919,1.322e+05,26577,1.6688e+05,4103,77424,17243,84139,9443,1.5921e+05,51754,59160,4758,25046
47380,8295,1.0074e+05,1402,1.4589e+05,30136,12518,59774,1.3162e+05,26849,1.6808e+05,3994,76279,17004,83260,9277,1.6139e+05,53273,59681,4499,24690
47920,8400,1.0128e+05,1388,1.4727e+05,30204,12636,57453,1.3219e+05,26947,1.602e+05,3937,75610,16952,82994,8849,1.6178e+05,52830,59712,4221,24077
47380,8602,1.0167e+05,1372,1.471e+05,29945,12339,55197,1.3379e+05,27176,1.5902e+05,3862,74012,16476,82711,8519,1.6178e+05,49770,59345,4181,24042
49731,8608,1.0142e+05,1458,1.4952e+05,30206,11987,55940,1.2755e+05,27398,1.604e+05,3701,72608,16180,84574,8109,1.5797e+05,49689,60495,4628,24732
49804,8745,1.0244e+05,1407,1.5378e+05,29872,12301,58521,1.2363e+05,27800,1.6571e+05,3840,74045,17080,84840,7435,1.6113e+05,50170,61536,4480,24250
50599,8677,1.0358e+05,1413,1.5418e+05,29971,12547,58597,1.2004e+05,28016,1.5885e+05,3916,75103,17325,85817,8017,1.6434e+05,50973,62421,4524,24226
52235,8550,1.0434e+05,1462,1.5623e+05,30237,12846,58731,1.1727e+05,28260,1.602e+05,3894,75318,17479,85893,7728,1.6726e+05,52729,62665,4415,24493
53282,8745,1.0464e+05,1436,1.5885e+05,30848,12547,59325,1.2055e+05,28655,1.6008e+05,3855,74687,17336,85912,7180,1.707e+05,53981,63089,4170,24286
53533,8893,1.0538e+05,1445,1.5833e+05,30932,12647,57830,1.2119e+05,28797,1.5741e+05,3846,74321,17565,85975,7010,1.7238e+05,54032,63259,3933,23886
